videoID,caption,url,start,end,duration_sec,out_path
q2NRnrsGAkA_42,"a scene of a couple sitting on a moving boat or tram, surrounded by a natural forest setting. The woman, wearing a blue hoodie, and the man, wearing a green jacket and a cap, are engaged in a conversation. The man occasionally smiles and looks at the camera, while the woman appears to be listening and occasionally glancing at the man. In the background, there are other passengers, including a child wearing a hat, who are also seated and looking around. The main subjects are a man and a woman. The man is wearing a green jacket and a cap, and he is smiling and looking at the camera. The woman is wearing a blue hoodie and is looking at the man. They are seated close to each other, with the man on the right and the woman on the left. In the background, there is a child wearing a hat, seated and looking around. The background consists of a natural forest setting with tall trees and green foliage. The scene is bright and sunny, indicating it is daytime. The boat or tram they are on is covered with a roof, providing shade. Other passengers are visible in the background, seated and looking around. The camera is handheld, providing a close-up view of the couple. The camera remains steady, focusing on the couple and occasionally shifting slightly to capture the background and other passengers.",https://www.youtube.com/watch?v=q2NRnrsGAkA,707.375,741.375,34.0,koala/videos/q2NRnrsGAkA_42.mp4
2HJr5vTAVMk_67,"a person preparing a smoothie in a kitchen setting. The person is seen adding ingredients to a blender, including a bottle of Silk Unsweetened Almond Milk and a bag of Nutpods Cocoa Powder. the process of blending the ingredients, with the person occasionally adjusting the blender's position and adding more ingredients. The kitchen environment is casual and homely, with wooden cabinets and a microwave visible in the background. The main subjects are the blender, the bottle of Silk Unsweetened Almond Milk, and the bag of Nutpods Cocoa Powder. The blender is a clear, modern appliance with a black handle and a measuring cup attached to the side. The person is seen holding and adding these items to the blender. The bottle of almond milk is white with a pink cap, and the bag of cocoa powder is brown with a white label. The person's hands are visible, and they are actively engaged in the blending process. The camera is stationary, providing a close-up view of the blender and the person's hands. The perspective is slightly angled, capturing the action from a slightly elevated angle, focusing on the blending process.",https://www.youtube.com/watch?v=2HJr5vTAVMk,718.25,794.059,75.80899999999997,koala/videos/2HJr5vTAVMk_67.mp4
MUMufM4NrTU_17,"A group of soccer players is engaged in a training session on a sunny day. The players are dressed in athletic gear, with some wearing blue jerseys and others in black. They are seen standing, walking, and interacting with each other on a well-maintained soccer field. The atmosphere is focused and energetic as the players engage in various drills and exercises. The main subjects are the soccer players, who are positioned across the field. The players in blue jerseys are standing and talking to each other, while the players in black jerseys are actively participating in drills. The players in blue are mostly stationary, while the players in black are moving around, some bending down to pick up balls, and others running across the field. The players in blue are mostly stationary, standing and talking to each other. The players in black are actively moving, bending down to pick up balls, and running across the field. The movements are dynamic and varied, with moderate speed and directional changes. The background consists of a soccer field with white markings, a goalpost, and a set of bleachers. The field is well-maintained with green grass. The sky is clear, indicating good weather, and the scene is set during the daytime. The camera is stationary, providing a wide view of the entire field and capturing the interactions and movements of the players.",https://www.youtube.com/watch?v=MUMufM4NrTU,230.53300000000002,274.366,43.83299999999997,koala/videos/MUMufM4NrTU_17.mp4
tzdMx2pb_w4_49,"a serene suburban street scene with a focus on a white SUV driving down the road. The SUV is followed by a black SUV, and later, a white sedan. The street is lined with lush green trees and well-maintained lawns, with a few houses visible in the background. The video transitions from a stationary view to a moving perspective, showing the vehicles passing by. The main objects are the white SUV, the black SUV, and the white sedan. The white SUV is the first vehicle to appear, driving down the street. The black SUV follows closely behind, and the white sedan appears later, driving in the opposite direction. The vehicles are in motion, with the white SUV and black SUV moving forward and the white sedan moving in the opposite direction. The background features a suburban street lined with lush green trees and well-maintained lawns. There are a few houses visible, with one house prominently in the background. The scene is set during the daytime, with clear weather and ample sunlight. The street appears to be quiet and residential, with no other vehicles or pedestrians visible. The camera is initially stationary, capturing the scene from a fixed position. As the vehicles move, the camera follows their motion, providing a dynamic view of the street and the passing vehicles. The camera movement is smooth and follows the vehicles' trajectory, maintaining a steady and clear view of the scene.",https://www.youtube.com/watch?v=tzdMx2pb_w4,413.759,436.879,23.120000000000005,koala/videos/tzdMx2pb_w4_49.mp4
kzP-mI27Ppk_0,"a dynamic performance on a stage, featuring a group of dancers engaged in a choreographed routine. The dancers are dressed in casual attire, with one wearing a blue shirt and another in a white shirt. The performance includes a variety of dance moves, including solo and group formations, with the dancers moving energetically across the stage. The stage is illuminated with spotlights, casting a warm glow on the performers and creating a dramatic atmosphere. The background consists of a dark, curtained stage with spotlights casting a warm glow on the performers. The stage is covered with a reflective surface, adding to the visual impact of the performance. The lighting is focused on the dancers, highlighting their movements and creating a dramatic effect. The setting suggests an indoor theater or performance venue. The main subjects are five dancers, each with distinct movements and positions. The central dancer, wearing a blue shirt, performs solo dance moves, while the other four dancers, dressed in casual attire, move in synchronized formations. The dancers interact with each other, sometimes forming a group and other times performing solo. Their movements are fluid and energetic, showcasing their skills and coordination. The camera is stationary, capturing the entire performance from a fixed angle. The view is wide, encompassing the entire stage and allowing the audience to see the full range of the dancers' movements and interactions.",https://www.youtube.com/watch?v=kzP-mI27Ppk,0.133,34.801,34.668,koala/videos/kzP-mI27Ppk_0.mp4
hAGjLv-oJk4_19,"a group of children and an adult in a brightly colored room with purple walls. The children, dressed in casual clothing, are engaged in various activities, including talking, walking, and looking at a picture. An adult woman, dressed in a business suit, is seen holding a clipboard and interacting with the children. The scene is lively and dynamic, with the children moving around and interacting with each other and the adult. The main subjects are the children and the adult woman. The children are dressed in casual clothing, with one wearing a blue hat and another in a red shirt. The adult woman is dressed in a business suit and holds a clipboard. The children are positioned in the foreground, while the adult woman is in the background. The children are engaged in conversations and looking at a picture on the wall, while the adult woman appears to be observing or instructing them. The children are moving around the room, talking to each other, and looking at the picture on the wall. The adult woman is seen walking and looking at the children, indicating she is observing or instructing them. The movements are moderate in amplitude and speed, with the children moving in various directions and the adult woman walking slowly. The background remains static, with no significant changes or movements. The camera is stationary, capturing the scene from a fixed viewpoint. The view is wide, encompassing the entire group of children and the adult woman, providing a clear and comprehensive view of the interactions and activities taking place.",https://www.youtube.com/watch?v=hAGjLv-oJk4,135.093,158.575,23.482,koala/videos/hAGjLv-oJk4_19.mp4
lZdHvLffegc_47,"a thrilling horse race on a lush green track. Jockeys, dressed in colorful silks, are seen riding their horses at full gallop, competing fiercely. The horses are brown and chestnut in color, and the jockeys are wearing helmets and protective gear. The race is intense, with the horses and jockeys leaning forward, showcasing their speed and agility. The background features a well-maintained grass track with white fencing and various race signs. The scene is set in a large, open field with a clear sky, indicating a sunny day. The background also includes some distant trees and a few buildings, adding to the rural setting of the race. The main subjects are the horses and jockeys. The horses are brown and chestnut, with jockeys wearing colorful silks, helmets, and protective gear. The jockeys are positioned on the horses' backs, leaning forward to maintain balance and speed. The horses are running side by side, with their heads down and tails up, showcasing their power and speed. The jockeys are focused and determined, guiding their horses through the race. The camera is stationary, capturing the race from a side view, focusing on the horses and jockeys as they gallop past. The view is wide, encompassing the entire track and the surrounding environment.",https://www.youtube.com/watch?v=lZdHvLffegc,450.16,478.04,27.879999999999995,koala/videos/lZdHvLffegc_47.mp4
BtZCH4je4R4_7,"a person opening a toy package and revealing a collection of figurines.The individual in the video has well-manicured nails with a pale pink polish. They are holding a toy package with both hands, which is predominantly red with white and yellow accents. The package contains a collection of figurines, which are being revealed one by one. The figurines are of various characters, including a character with a white mask, a character with a brown hat, and a character with a yellow helmet. The figurines are detailed with distinct features and are made of a shiny, metallic material.The setting is minimalistic, with a plain white background that provides a stark contrast to the vibrant colors of the toy package and figurines. The focus is solely on the action of opening the package and the figurines being revealed.",https://www.youtube.com/watch?v=BtZCH4je4R4,109.375,134.083,24.708,koala/videos/BtZCH4je4R4_7.mp4
azu3gj2ABFE_4,"a bustling urban street scene from the perspective of a moving vehicle. Various motorcycles and cars are seen traveling in both directions on a wide, multi-lane road lined with lush green trees and well-maintained shrubbery. The vehicles are moving at a moderate speed, and the scene is bright and sunny, indicating a clear day. The video provides a dynamic view of the traffic flow and the surrounding environment, showcasing the everyday life of a city street. The main subjects in the video are the motorcycles and cars. The motorcycles are predominantly black and are ridden by multiple riders wearing helmets. They are positioned in the left lane, moving in the same direction as the camera. The cars, including a white SUV and a silver sedan, are in the right lane, moving in the opposite direction. The motorcycles and cars maintain a steady pace, with the motorcycles slightly overtaking the cars at times. The background features a well-maintained urban street lined with tall, evenly spaced street lamps and lush green trees. The road is wide with multiple lanes, and there are well-maintained shrubs and hedges along the sidewalks. The scene is set in a sunny, clear day, indicating good weather conditions. The background elements remain consistent throughout the video, providing a stable and serene backdrop to the moving traffic. The camera is mounted on the front of a moving vehicle, providing a first-person view of the street. The camera remains steady, capturing the scene from a fixed position with a wide-angle view.",https://www.youtube.com/watch?v=azu3gj2ABFE,42.075,62.896,20.820999999999998,koala/videos/azu3gj2ABFE_4.mp4
6SBET0hUhhk_43,"a person performing maintenance on a water filtration system. The individual is seen unscrewing a blue plastic cap from a black plastic container, revealing a purple filter inside. The person then proceeds to remove the filter from the container, indicating the process of changing or cleaning the filter. the hands and the water filtration system components, providing a close-up view of the maintenance process. The main subjects are the person's hands and the water filtration system components. The hands are actively engaged in unscrewing the blue cap and removing the purple filter. The hands are positioned around the black container, which contains the filter. The blue cap is initially screwed onto the container, and the purple filter is inside the container. The hands move the filter out of the container and then set it aside. The background consists of a black plastic container with various water filtration components, including a red cap and a purple filter. The setting appears to be indoors, possibly in a kitchen or utility area. The background is slightly blurred, focusing attention on the hands and the water filtration system components. The camera is stationary, providing a close-up view of the hands and the water filtration system components. The focus remains sharp on the hands and the filter, with the background slightly blurred to emphasize the main action.",https://www.youtube.com/watch?v=6SBET0hUhhk,536.033,556.433,20.399999999999977,koala/videos/6SBET0hUhhk_43.mp4
7f8YyZLqosQ_12,"a competitive swimming event, focusing on the swimmers as they race down the lanes of a swimming pool. The swimmers are seen in various stages of their strokes, with some just starting their race and others nearing the finish line. The water is clear, and the lanes are marked with bright yellow and blue lines. The spectators are visible in the background, watching the race intently. The main subjects are the swimmers, who are wearing swim caps and swimsuits. They are positioned in the lanes of the swimming pool, moving from the starting point to the finish line. The swimmers are in various stages of their strokes, with some just beginning their race and others nearing the end. The swimmers are spread out across the lanes, with some closer to the camera and others further away. The swimmers are moving at a fast pace, with their arms and legs propelling them forward. The movement is primarily horizontal, from the starting point to the finish line, with varying speeds depending on the swimmers' positions and strokes. The water in the pool ripples and splashes as the swimmers move, creating dynamic and energetic visuals. The background remains static, with the spectators and poolside elements remaining unchanged. The camera is stationary, providing a wide-angle view of the swimming pool and the swimmers. The perspective is from the side of the pool, capturing the lanes and the swimmers' movements clearly.",https://www.youtube.com/watch?v=7f8YyZLqosQ,403.349,424.039,20.689999999999998,koala/videos/7f8YyZLqosQ_12.mp4
tdzw3x70oW4_167,"a series of animated characters engaging in various activities, primarily involving food and objects.The characters are stylized, with exaggerated facial features and simplistic body structures. They have large, expressive eyes and simplistic, rounded shapes for their bodies. The characters wear different colored hats and clothing, with one character wearing a purple hat with a pom-pom and a green hat with a striped pattern. They are depicted in a variety of poses and actions, such as sitting, standing, and interacting with objects like a basket, a plate, and a pizza.The setting is minimalistic, with a plain blue and white checkered floor that extends to the horizon. The background is a solid light blue, providing a clean and uncluttered backdrop that focuses attention on the characters and their actions.",https://www.youtube.com/watch?v=tdzw3x70oW4,1527.025,1567.857,40.83199999999988,koala/videos/tdzw3x70oW4_167.mp4
W7g0q348fcg_6,"A person is engaged in a scientific experiment or demonstration, handling various laboratory equipment and materials.The individual is wearing a blue lab coat over a red shirt, with a visible name tag on the coat. They have curly hair and are wearing protective goggles. The person's hands are the main focus, showing them manipulating laboratory apparatus and handling chemicals.The setting is a well-equipped laboratory with a countertop cluttered with scientific equipment, including a digital scale, beakers, test tubes, and a notebook. There are shelves in the background filled with various laboratory supplies and equipment. The environment suggests a controlled and professional setting for scientific research or instruction.",https://www.youtube.com/watch?v=W7g0q348fcg,130.497,154.387,23.889999999999986,koala/videos/W7g0q348fcg_6.mp4
r_kg04NR9Oo_13,"a series of athletic events, specifically a long jump competition, with multiple participants taking turns to perform the jump.The participants are athletes wearing athletic attire, including tank tops, shorts, and running shoes. They are numbered, indicating their positions in the competition. The athletes exhibit a range of emotions from concentration to determination, with some displaying visible exertion after completing their jumps.The setting is an outdoor athletic track with a long jump pit marked with white lines and numbered starting blocks. The background includes spectator seating, scoreboards, and various event-related equipment. The weather appears to be clear, and the time of day is likely during a daytime event.",https://www.youtube.com/watch?v=r_kg04NR9Oo,261.6,336.199,74.59899999999999,koala/videos/r_kg04NR9Oo_13.mp4
shtIiQ0dBaI_2,"A young woman with long blonde hair is standing in a lush green field, holding a bouquet of white and yellow flowers. She is dressed in a light blue, floral dress and is wearing a camera around her neck. The woman is initially seen holding the bouquet and then proceeds to adjust her camera settings, focusing on capturing the perfect shot. The scene is set in a serene, natural environment with a clear blue sky and a few houses visible in the background. The main subject is a young woman with long blonde hair, wearing a light blue, floral dress. She is holding a bouquet of white and yellow flowers in her left hand. She is also wearing a camera around her neck, which she adjusts and operates throughout the video. The woman is positioned centrally in the frame, and her movements are deliberate and focused on capturing the perfect shot. The camera is handheld, with the woman adjusting it and moving slightly to capture different angles. The camera view is primarily at eye level, providing a natural and immersive perspective of the scene.",https://www.youtube.com/watch?v=shtIiQ0dBaI,99.97399999999999,162.078,62.10400000000001,koala/videos/shtIiQ0dBaI_2.mp4
EqTET_1mvsM_7,"a journey on a highway under a clear blue sky. Various vehicles, including cars and trucks, are seen driving in both directions. The scene transitions from a busy highway with multiple lanes to a more open road with fewer vehicles. the movement of traffic and the changing landscape as the vehicles travel along the highway. The main subjects are the vehicles on the highway. These include cars, trucks, and SUVs, all moving in both directions. The vehicles are of different sizes and colors, and they maintain a steady flow of traffic. The cars and trucks are positioned in the lanes, with some overtaking others. The vehicles are moving at a moderate speed, typical of highway traffic. The background consists of a clear blue sky with no clouds, indicating a sunny day. The highway is surrounded by greenery, including trees and grassy areas. There are road signs, traffic lights, and overpasses visible, indicating an urban or suburban setting. The scene is well-lit, suggesting it is daytime. The camera is stationary, positioned at the front of a vehicle, providing a first-person perspective of the journey. The view is wide, capturing the entire width of the highway and the surrounding landscape.",https://www.youtube.com/watch?v=EqTET_1mvsM,51.084,77.01,25.926000000000002,koala/videos/EqTET_1mvsM_7.mp4
GNtM6Nl_jlA_0,"Two individuals are engaged in a bicycle riding activity, performing various maneuvers and tricks.The first individual is wearing a white t-shirt with a graphic design on the front, dark pants, and black sneakers. The second individual is dressed in a yellow t-shirt with a graphic design on the front, dark pants, and blue sneakers. Both individuals are wearing casual attire suitable for outdoor activities.The setting appears to be an outdoor urban area with a paved road, a sidewalk, and a grassy area. There are buildings in the background, including a red-roofed structure, and a stop sign is visible in the distance. The environment suggests a suburban or semi-urban location with ample daylight.",https://www.youtube.com/watch?v=GNtM6Nl_jlA,0.133,32.533,32.4,koala/videos/GNtM6Nl_jlA_0.mp4
