videoID,url,timestamp,caption,clarity_score,aesthetic_score,motion_score,video_training_suitability_score
mUYXZ3_rpAo_9,https://www.youtube.com/watch?v=mUYXZ3_rpAo,"['0:01:37.599', '0:02:00.233']","a group of fish swimming in an aquarium. The fish are predominantly silver with hints of blue and red, and they move gracefully through the water. The aquarium is filled with a blue-tinted water, creating a serene and vibrant underwater environment. The fish are seen swimming in various directions, interacting with each other, and occasionally coming close to the camera, allowing for detailed observation of their features and movements. The main subjects are the fish, which are silver with blue and red accents. They have prominent eyes and are swimming in different directions. Some fish are seen swimming close to the camera, while others are in the background. The fish are of varying sizes, with some appearing larger and more detailed. They are positioned throughout the aquarium, with some swimming towards the camera and others moving away. The fish exhibit smooth, fluid movements as they swim through the water. Their movements are gentle and varied, with some fish swimming slowly and others darting quickly. The direction of movement is mostly horizontal, with occasional vertical adjustments. The speed of the fish varies, with some moving slowly and others more rapidly. The background remains static, emphasizing the dynamic motion of the fish. The camera is stationary, providing a stable view of the fish swimming in the aquarium. The view is close-up, allowing for detailed observation of the fish and their movements.",0.8327596783638,4.216875,52.74347686767578,4.285764321279576
xvMx1kMoS9o_2,https://www.youtube.com/watch?v=xvMx1kMoS9o,"['0:00:42.909', '0:01:17.510']","a person measuring and marking the ceiling of a room. The person uses a tape measure to determine the dimensions and then marks the ceiling with a pencil. the process of measuring and marking the ceiling, focusing on the person's hands and the tools they use. The main objects in the video are the person's hands, a tape measure, and a pencil. The person's hands are seen holding the tape measure and pencil, measuring and marking the ceiling. The tape measure is used to measure the length of the ceiling, while the pencil is used to mark the measurements. The hands are positioned at different points on the ceiling, indicating the measurement and marking process. The background consists of a white ceiling with a textured surface, likely made of acoustic tiles. The ceiling is illuminated by natural light coming from a window on the right side of the frame. The walls are plain and light-colored, contributing to a clean and minimalistic setting. The camera is stationary, providing a top-down view of the ceiling and the person's hands. The view is steady, focusing on the measurement and marking process without any camera movement.",0.3294176161289215,3.90365,33.14820861816406,4.451296139883901
nLdEg1Ry6kM_24,https://www.youtube.com/watch?v=nLdEg1Ry6kM,"['0:08:25.466', '0:08:56.100']","a series of moments featuring a group of individuals dressed in formal attire, walking and interacting with each other in an outdoor setting.The individuals in the video are dressed in elegant, winter coats. One person is wearing a vibrant red coat with a fur collar, a black hat with a feather, and red gloves. Another person is dressed in a dark coat with a fur collar, a black hat, and a black handbag. There is also a person in a beige coat and a person in a black coat, both with dark gloves. The individuals appear to be engaged in a social interaction, possibly a conversation, as they walk side by side.The setting is an outdoor area with a grassy pathway, where a crowd of people is gathered. The crowd is composed of various individuals, some of whom are wearing winter coats and hats, suggesting a cold weather setting. There is a large banner with the text ""HAPPY CHRISTMAS"" visible in the background, indicating a festive occasion. The environment suggests a public event or gathering, possibly a celebration or a formal outing.",0.9504540264606476,4.3977,12.50985336303711,2.8279391791647965
joGDGVFdxDg_9,https://www.youtube.com/watch?v=joGDGVFdxDg,"['0:01:44.504', '0:02:21.074']","a person working on a leather item, possibly a wallet or a small bag, using a metal tool to shape and smooth the leather. The person's hands are the main focus, showing detailed movements as they manipulate the leather with the tool. The setting appears to be a workshop or a crafting area, with a white table and various tools visible in the background. The main subjects are the person's hands and the leather item they are working on. The hands are aged, with visible wrinkles and a wedding ring on the left hand. The leather item is being held and shaped with a metal tool, which the person uses to press and smooth the surface. The hands are positioned over the leather, with the tool moving back and forth to work on the material. The background consists of a white table with a few tools and equipment visible, suggesting a workshop or crafting environment. The lighting is bright, illuminating the work area and casting soft shadows. The camera is stationary, providing a close-up view of the hands and the leather item. The focus remains sharp on the hands and the leather, capturing the detailed movements and textures.",0.6258763074874878,4.084625,33.95439529418945,4.479715038398457
bACSQElWju8_287,https://www.youtube.com/watch?v=bACSQElWju8,"['0:33:29.298', '0:33:53.990']","a group of people walking through an outdoor fish farm located in a rural area. The setting is a sunny day with clear skies, and the farm is surrounded by lush green hills and a few scattered buildings. The group, consisting of three individuals, walks along a concrete pathway between several rectangular fish ponds filled with water. The scene is serene and picturesque, showcasing the harmony between nature and human-made structures. The main subjects are three people walking together. One person is wearing a yellow shirt, another is in a striped shirt, and the third is in a purple shirt. They walk side by side, moving from the left side of the frame to the right. Their movement is steady and casual, indicating a leisurely pace. The fish ponds are rectangular and filled with water, surrounded by concrete barriers. The camera is likely handheld or mounted on a drone, providing a steady aerial view of the scene. The camera movement is smooth and follows the group from a slightly elevated angle, maintaining a wide view of the surroundings.",0.94989775121212,4.718225,15.590147018432615,4.337549862346592
v8HPydgUaJA_2,https://www.youtube.com/watch?v=v8HPydgUaJA,"['0:00:14.114', '0:00:34.434']","a thrilling horse race in progress, with jockeys riding their horses around a track. The horses are galloping at high speeds, with jockeys leaning forward to maintain balance and control. The scene is filled with the excitement and intensity of the race, with the horses and jockeys competing fiercely. The background features a lush green track with white fencing and a crowd of spectators watching the race. The main subjects are the horses and their jockeys. The horses are muscular and powerful, with jockeys perched on their backs. The jockeys are wearing colorful silks and helmets, and they are positioned close to the horses, guiding them around the track. The horses are in various stages of the race, with some jockeys leaning forward and others maintaining a more upright posture. The horses and jockeys are moving rapidly around the track, with the horses galloping at high speeds. The jockeys are leaning forward and using their bodies to guide the horses. The movement is dynamic and fast-paced, with the horses and jockeys changing positions rapidly as they navigate the track. The background remains relatively static, with the crowd of spectators watching the race intently. The camera is stationary, capturing the entire scene from a fixed viewpoint. The view is wide, encompassing the entire track and the surrounding area, allowing for a clear and comprehensive view of the race.",0.9807959347963332,4.896025,27.14855194091797,3.444896840440231
nZ57m-Y8C_A_11,https://www.youtube.com/watch?v=nZ57m-Y8C_A,"['0:02:04.874', '0:02:25.937']","a person preparing potatoes on a wooden cutting board. The person carefully picks up a potato from a pile and places it on the cutting board, then proceeds to slice it with a knife. The scene is set on a kitchen counter with various autumn-themed decorations, including pumpkins and gourds, in the background. The main subjects are the person's hands and the potatoes. The person's hands are seen picking up a potato from a pile and placing it on the cutting board. The potatoes are small and round, and the person's hands are gentle and precise in handling them. The knife is a large, sharp kitchen knife, which the person uses to slice the potato. The potatoes are positioned on the left side of the cutting board, while the knife is on the right. The background features a kitchen counter with a variety of autumn-themed decorations. There are pumpkins, gourds, and other vegetables arranged on a stone or wooden tray. The decorations are placed on a woven basket, adding a rustic touch to the scene. The overall setting suggests a cozy and warm kitchen environment, likely during the fall season. The camera is stationary, providing a top-down view of the cutting board and the person's hands. The focus is sharp, capturing the detailed actions of the hands and the potatoes.",0.9291222095489502,4.948675,3.779921293258667,4.211611078341303
r8xG6TQkDfA_38,https://www.youtube.com/watch?v=r8xG6TQkDfA,"['0:07:01.232', '0:07:42.325']","A young girl is engrossed in playing with a doll and various accessories on a carpeted floor in a living room. She is dressed in a light pink shirt with white patterns and light-colored shorts. The girl is focused on her doll, which she is dressed in a pink outfit, and she is surrounded by a variety of doll accessories and tools. The scene is calm and intimate, capturing the girl's concentration and the details of her playtime. The main subject is a young girl with braided hair, wearing a light pink shirt with white patterns and light-colored shorts. She is sitting on the floor, holding and playing with a doll dressed in a pink outfit. The doll has a black head with a ponytail and is wearing a pink dress. Surrounding the girl are various doll accessories, including a pair of scissors, a comb, and a makeup brush, as well as a pink dollhouse with a pink drawer. The girl's movements are deliberate and focused, as she carefully handles the doll and its accessories. She occasionally shifts her position slightly but remains mostly seated on the floor. The doll and its accessories are moved around within her reach, indicating a slow and careful interaction. The background remains static, with no significant changes or movements. The camera is stationary, providing a medium close-up view of the girl and her doll, capturing the details of her play and the surrounding objects.",0.882614940404892,4.169525,10.879981994628906,3.3874196157182053
6t0fsed3T-M_50,https://www.youtube.com/watch?v=6t0fsed3T-M,"['0:08:08.521', '0:08:28.574']","A man in camouflage clothing and an orange safety vest is walking along a dirt road in a rural area. He is holding a metal detector and appears to be searching for something in the dirt. The man is walking slowly and methodically, occasionally stopping to adjust his equipment. The scene is set in a vast, open field with tall grass and a clear blue sky overhead. The main subject is a man wearing a camouflage jacket, brown pants, and an orange safety vest. He is holding a metal detector in his right hand and a shovel in his left hand. He is walking along the dirt road, stopping occasionally to adjust his equipment. The man is positioned centrally in the frame, moving from the left to the right side of the screen. The man is walking slowly and steadily along the dirt road, occasionally stopping to adjust his metal detector and shovel. His movements are deliberate and focused, indicating he is searching for something. The background remains static, with no significant changes or movements. The camera is stationary, capturing the scene from a fixed viewpoint. The perspective is at eye level, providing a clear and unobstructed view of the man and his surroundings.",0.9702615886926652,4.696425,31.29379653930664,4.464018505762809
eDZuRajpYxI_30,https://www.youtube.com/watch?v=eDZuRajpYxI,"['0:08:16.639', '0:08:55.639']","a thrilling horse race in progress, with jockeys riding their horses at full speed across a lush green track. The horses are in close formation, showcasing their powerful strides and the jockeys' skillful control. The scene is filled with the excitement and intensity of the competition, with the jockeys wearing colorful silks and helmets, and the horses' muscles straining under the effort. The background consists of a well-maintained grass track with white fencing on either side. The track is surrounded by a lush green field, indicating a well-kept racing venue. The weather appears to be clear and sunny, with no visible clouds, suggesting a bright and pleasant day. The main subjects are the horses and their jockeys. The horses are dark brown and are in close formation, with their jockeys wearing colorful silks and helmets. The jockeys are positioned on the horses' backs, guiding them with their reins. The horses are running at a fast pace, with their muscles visibly straining. The jockeys are focused and determined, leaning forward slightly to maintain balance and speed. The camera is stationary, capturing the entire scene from a fixed viewpoint, providing a clear and uninterrupted view of the race.",0.9884073585271836,4.803975,15.661626815795898,3.1708026650668617
94u3L6Z1MiQ_24,https://www.youtube.com/watch?v=94u3L6Z1MiQ,"['0:08:34.320', '0:09:00.480']","a thrilling horse race on a lush green track. Jockeys, dressed in colorful silks, are seen riding their horses with intense focus and skill. The horses gallop at high speeds, maneuvering around the track's white fences and green grass. The jockeys lean forward, urging their horses to go faster, creating a dynamic and competitive atmosphere. The background features a well-maintained horse racing track with white fences and green grass. There are several sponsor banners, including ""Tipperary"" and ""Coleman,"" indicating the event's location and sponsors. The weather appears to be clear and sunny, contributing to the vibrant green of the track. The scene is set in a professional racing environment, likely during the daytime. The main subjects are the jockeys and their horses. The jockeys are wearing colorful silks, helmets, and riding boots, and they are positioned on the horses' backs. The horses are muscular and well-trained, with their heads held high and ears perked up. The jockeys are leaning forward, urging their horses to run faster. The horses are in close proximity to each other, showcasing their speed and agility. The jockeys and horses are moving rapidly across the track, with the horses galloping at high speeds. The jockeys lean forward and use their whips to encourage the horses. The horses' legs move in a rhythmic, powerful stride, and their tails flick energetically. The background remains relatively static, with the focus on the dynamic movement of the horses and jockeys. The camera is likely a high-definition camera, capturing the action from a side view, following the horses and jockeys closely to emphasize their speed and movement. The camera movement is smooth and steady, maintaining a consistent view of the race.",0.956961065530777,4.724825,24.73505210876465,3.676695322323935
rbQ6VC3ROug_36,https://www.youtube.com/watch?v=rbQ6VC3ROug,"['0:09:55.161', '0:11:15.207']","a series of agricultural activities in a rural setting, focusing on the harvesting and transportation of crops. A green tractor equipped with a large, yellow front loader is seen loading hay into a red trailer attached to a red tractor. The tractor moves methodically, lifting and depositing hay into the trailer, which is then driven away by the red tractor. The scene is set in a vast, open field with neatly cut rows of hay, and the background includes a line of trees and a distant horizon. The main subjects are the green tractor and the red trailer. The green tractor is equipped with a large, yellow front loader, which is actively engaged in loading hay into the red trailer. The red trailer is attached to a red tractor, which is pulling the trailer away from the scene. The tractor and trailer are positioned centrally in the frame, with the tractor moving from left to right and the trailer following behind. The background features a vast, open field with neatly cut rows of hay. The field is bordered by a line of trees, and in the distance, there are some buildings and a clear sky. The scene is set during the daytime, with natural light illuminating the entire area. The camera is stationary, providing a wide-angle view of the scene. The perspective is from a low angle, capturing the tractor and trailer in the foreground and the expansive field in the background.",0.9765752702951432,4.65285,8.977081298828125,3.6412489417717415
4YNKZSG1nX0_54,https://www.youtube.com/watch?v=4YNKZSG1nX0,"['0:16:01.126', '0:16:27.152']","a first-person perspective of a motorcycle ride along a highway. The rider is traveling at a steady speed, with the motorcycle's dashboard and handlebars prominently displayed in the foreground. The road is straight and wide, bordered by greenery and trees on both sides. Other vehicles, including cars and trucks, are visible in the distance, traveling in the same direction. The sky is clear with a few scattered clouds, indicating a sunny day. The main subject is the motorcycle, with its handlebars and dashboard clearly visible. The dashboard displays various information such as speed, fuel level, and time. The rider's hands are on the handlebars, and the motorcycle's mirror is visible, reflecting the road behind. The vehicles in the distance are secondary objects, moving along the highway. The motorcycle moves forward at a consistent speed, maintaining a straight path on the highway. The background vehicles also move steadily, indicating a smooth traffic flow. The trees and greenery on the sides of the road pass by at a moderate speed, providing a sense of motion. The camera remains steady, capturing the forward movement of the motorcycle and the passing scenery. The camera is mounted on the motorcycle, providing a first-person view. It remains steady, capturing the forward movement of the motorcycle and the passing scenery. The view is wide, encompassing both the dashboard and the road ahead.",0.9793810397386552,4.770125,27.174440383911133,4.425356014213222
1HbudWBDB6o_34,https://www.youtube.com/watch?v=1HbudWBDB6o,"['0:06:28.240', '0:07:06.600']","A man in a white lab coat and a microphone is walking down a sidewalk, engaging with a group of individuals who are walking in the opposite direction. The individuals are wearing bright pink shirts with various numbers and text, and they appear to be participating in a fitness or health-related event. The man in the lab coat is speaking into the microphone, possibly providing commentary or instructions to the group. The scene takes place on a sunny day in an urban area with parked cars and trees lining the street. The main subjects are a man in a white lab coat and a microphone, and a group of individuals wearing bright pink shirts with numbers and text. The man in the lab coat is walking forward, holding the microphone and speaking. The group of individuals is walking in the opposite direction, with one person in the foreground and two others slightly behind. The individuals are wearing shorts and sneakers, and they appear to be participating in an event or activity. The man in the lab coat is walking forward at a moderate pace, while the group of individuals is walking in the opposite direction at a similar speed. The man in the lab coat occasionally gestures with his hands as he speaks into the microphone. The background remains static, with no significant movement from the parked cars or trees. The camera is stationary, capturing a wide-angle view of the scene from a slightly elevated angle, providing a clear view of both the man in the lab coat and the group of individuals walking in the opposite direction.",0.9408731162548064,3.7591,13.024389266967772,2.942174628030573
69Ll_XRQS6s_0,https://www.youtube.com/watch?v=69Ll_XRQS6s,"['0:00:00.133', '0:00:33.033']","an intense soccer match in progress, with players actively engaged in a competitive game. The scene is set on a well-maintained soccer field with vibrant green grass, and the action is focused on the goal area where players are seen attempting to score. The players are wearing colorful uniforms, and their movements are dynamic, showcasing agility and teamwork. The background includes a crowd of spectators, a goal net, and various advertisements, adding to the authenticity of the match setting. The main subjects are the soccer players, who are actively engaged in the game. They are wearing colorful uniforms, with some players wearing red and blue jerseys, while others wear green and red. The players are positioned around the goal area, with some players actively running towards the goal, while others are defending or attempting to intercept the ball. The players' movements are quick and agile, indicating a high-paced game. The camera is stationary, providing a wide-angle view of the entire goal area and the surrounding field. The perspective is from a side angle, capturing the entire goal and the immediate action around it.",0.977788671851158,4.553,27.736448287963867,2.754261087691371
y1iqpik37TA_2,https://www.youtube.com/watch?v=y1iqpik37TA,"['0:02:18.566', '0:02:52.933']","a high-altitude aerial view of a busy highway intersection and adjacent areas. The scene includes multiple lanes of traffic, a large paved area with various vehicles and tents, and a complex network of roads and pathways. the bustling activity of the intersection, with cars, trucks, and motorcycles moving in different directions. The surrounding area features greenery, water bodies, and industrial structures, providing a diverse and dynamic backdrop to the traffic flow. The main subjects in the video are the vehicles on the highway, including cars, trucks, and motorcycles. These vehicles are seen moving in various directions, with some entering and exiting the intersection. The vehicles are positioned on multiple lanes of the highway, with some moving towards the camera and others away from it. The vehicles are of different sizes and colors, indicating a mix of private and commercial traffic. The vehicles are in constant motion, creating a dynamic flow of traffic. The background features a mix of natural and man-made elements. There are green fields, water bodies, and industrial structures, including large buildings and warehouses. The area appears to be a busy intersection with multiple roads converging, including a large paved area with tents and vehicles parked around it. The weather is clear, suggesting a sunny day, and the time of day appears to be during daylight hours. The camera is stationary, providing a high-altitude, aerial view of the scene. The camera angle is wide, capturing a broad view of the intersection and surrounding areas.",0.8108816295862198,4.4283,27.795055389404297,3.341720549538271
vRQgp82CxGY_35,https://www.youtube.com/watch?v=vRQgp82CxGY,"['0:09:25.240', '0:09:52.799']","a person meticulously decorating a small, round object with a black and red pattern. The person carefully places a red dot on the object, followed by a black dot, and then secures the object in a plastic bag. The setting appears to be a crafting or sewing area with a pink fabric surface and various crafting supplies scattered around. The main object is a small, round object with a black and red pattern. The person's hands are the primary focus, with one hand holding the object and the other applying the red and black dots. The object is then placed in a plastic bag. The person's hands are the primary subjects, with one hand holding the object and the other applying the dots. The movements are precise and deliberate, with the hands moving in a controlled manner to place the dots on the object. The background remains static throughout the video. The camera is stationary, providing a close-up view of the hands and the object, capturing the detailed actions of the decorating process.",0.4755615293979645,3.8465,5.810518741607666,4.230805363763617
lliWyQAonSs_18,https://www.youtube.com/watch?v=lliWyQAonSs,"['0:03:51.197', '0:04:36.676']","a person preparing a batch of red liquid, likely a drink or a food product, in a kitchen setting. The person is seen pouring the red liquid from a plastic bag into a measuring cup, followed by transferring the liquid into several small plastic cups arranged on a countertop. The scene is set on a kitchen counter with various kitchen items and a figurine of a chef in the background. The main subjects are the person's hands and the red liquid. The person's hands are holding a plastic bag filled with red liquid and a measuring cup. The hands are seen pouring the liquid from the bag into the measuring cup and then transferring it into the plastic cups. The measuring cup and plastic cups are positioned on the countertop, with the measuring cup being held by the person's left hand and the plastic cups being arranged by the person's right hand. The background features a kitchen countertop with a granite-like surface. There is a figurine of a chef in a white apron and red bow tie, positioned to the right of the countertop. The kitchen has a warm, homely feel with a stove visible in the background. The lighting is bright and natural, suggesting daytime. The camera is stationary, providing a close-up view of the hands and the countertop, capturing the detailed actions of pouring and transferring the liquid.",0.793039858341217,3.9863,6.190573692321777,3.959010242837436
HK9CBH6Kr0s_8,https://www.youtube.com/watch?v=HK9CBH6Kr0s,"['0:05:42.866', '0:07:00.766']","A person is preparing dough for baking, starting by rolling out a sheet of dough on a floured surface. They then proceed to cut out a circular piece of dough using a rolling pin and a knife. The person is wearing a colorful, patterned shirt and a watch on their left wrist. The scene takes place in a kitchen with a wooden countertop. The main subjects are the person's hands and the dough. The person's hands are actively engaged in rolling out the dough, cutting it, and placing it into a bowl. The dough is initially flat and then rolled out to a circular shape. The person's hands are positioned on the dough, with the rolling pin and knife used to shape the dough. The background consists of a kitchen setting with a wooden countertop. There are some kitchen utensils and ingredients visible, including a rolling pin, a knife, and a bowl containing flour. The scene is well-lit, suggesting it is daytime. The camera is stationary, providing a clear and steady view of the person's hands and the dough-making process. The view is a close-up shot, focusing on the hands and the dough.",0.9293823093175888,4.23825,14.19788932800293,3.882216770038928
