videoID,qa_count,types,youtube_id,clip_index,youtube_url,timestamp,caption,clarity_score,aesthetic_score,motion_score,has_metadata
AqfqqgHtswo_91,6,"abs_spd,non_temp,rel_dir_pred,rel_spd_comp",AqfqqgHtswo,91,https://www.youtube.com/watch?v=AqfqqgHtswo,"['0:18:53.640', '0:19:17.200']","a group of colorful fish swimming in an aquarium. The fish, which are small and slender, exhibit vibrant colors including blue, yellow, green, and red. They move gracefully through the sandy substrate, occasionally darting around each other. The aquarium environment is dimly lit, creating a serene and tranquil atmosphere. The fish exhibit smooth, fluid movements as they swim around the aquarium. Their movements are generally slow to moderate in speed, with occasional quick darts. The direction of their movement varies, with some fish swimming straight, others turning, and a few darting in short bursts. The background remains static, with no significant changes or movements. The main subjects are the fish, which are small, slender, and colorful. They have a streamlined body shape and are seen swimming in various directions. The fish are positioned throughout the sandy substrate, with some near the bottom and others closer to the surface. Their movements are coordinated yet independent, creating a dynamic yet harmonious scene. The camera is stationary, providing a stable and clear view of the fish and their movements within the aquarium. The view is a close-up shot, focusing on the fish and their interactions within the confined space.",0.8303682208061218,4.763625,17.39893341064453,True
AqfqqgHtswo_102,6,"abs_dir_pred,abs_ori,non_temp,rel_ori,rel_spd_comp",AqfqqgHtswo,102,https://www.youtube.com/watch?v=AqfqqgHtswo,"['0:20:44.480', '0:21:05.799']","a vibrant underwater scene featuring a large, patterned fish swimming gracefully among smaller fish in a sandy aquarium. The large fish, with its distinctive black and white striped pattern, moves slowly and deliberately, occasionally opening its mouth as if to interact with the smaller fish. The smaller fish, displaying various colors and sizes, swim around the large fish, creating a dynamic and lively underwater environment. The main subjects are a large, black and white striped fish and several smaller fish. The large fish is positioned centrally in the frame, moving slowly and occasionally opening its mouth. The smaller fish, which include yellow, orange, and white varieties, swim around the large fish, sometimes coming close to it. The smaller fish are scattered around the sandy bottom of the aquarium, interacting with the large fish. The background is a sandy aquarium floor with a dark, possibly black, backdrop. The sandy bottom is scattered with small rocks and aquatic plants, providing a naturalistic underwater environment. The lighting is dim, creating a calm and serene atmosphere. The camera is stationary, providing a stable and clear view of the underwater scene from a slightly elevated angle, capturing the entire interaction between the large and small fish.",0.9515896290540696,4.7484,5.053297996520996,True
ArUAKbfO5Nk_63,3,"abs_dir,abs_ori,non_temp",ArUAKbfO5Nk,63,https://www.youtube.com/watch?v=ArUAKbfO5Nk,"['0:09:18.758', '0:09:42.415']","a first-person perspective of a motorcycle ride on a sunny day. The rider is traveling on a multi-lane highway with clear skies and a few scattered clouds. The scene includes various vehicles such as cars and trucks, moving in both directions. The rider's motorcycle is equipped with a helmet and various accessories, and the view includes the dashboard and handlebars. The background consists of a multi-lane highway with clear lane markings. The road is flanked by green grass and trees on both sides. There are occasional buildings and signs visible, indicating a suburban or semi-urban area. The weather is sunny with a few clouds, and the time appears to be daytime. The main subject is the motorcycle, which is equipped with a helmet and various accessories. The rider's hands are visible on the handlebars, and the dashboard is prominently featured. The motorcycle is moving forward on the highway, with other vehicles such as cars and trucks visible in the lanes around it. The camera is mounted on the motorcycle, providing a first-person view. The camera remains steady, capturing the forward movement of the motorcycle and the surrounding traffic.",0.9538847655057908,4.581425,42.17334365844727,True
AraarKWt3UM_23,6,"non_temp,rel_dir_pred,rel_dis,rel_ori",AraarKWt3UM,23,https://www.youtube.com/watch?v=AraarKWt3UM,"['0:02:55.199', '0:03:15.919']","a basketball game in progress, with players actively engaged in the sport.The players are dressed in athletic uniforms, with some wearing blue and white jerseys, while others are in red and white jerseys. They are wearing shorts and sneakers suitable for the sport. The players exhibit various degrees of athleticism and focus, with some in motion, dribbling or shooting the ball, while others are standing in defensive stances or preparing to move. The players' body language suggests a competitive atmosphere, with some displaying signs of aggression or determination.The setting is an indoor basketball court with a wooden floor and white boundary lines. The court is surrounded by walls with a dark color, and there is a visible basketball hoop at one end. The lighting is artificial, casting a bright glow on the court, and there are no visible spectators or additional equipment, suggesting a practice session or a casual game.",0.202711597084999,3.780625,8.228856086730957,True
ArcnVf1zBNo_86,6,"non_temp,rel_dir,rel_dir_pred,rel_ori,rel_spd",ArcnVf1zBNo,86,https://www.youtube.com/watch?v=ArcnVf1zBNo,"['0:16:32.358', '0:17:16.702']","a lively scene inside a car during a nighttime drive. A group of friends is seated in the back seat, engaging in cheerful conversation and laughter. The atmosphere is warm and friendly, with the subjects smiling and waving at the camera. The car is filled with various items, including bags and boxes, indicating a possible trip or journey. The background consists of the interior of the car, which is dimly lit with the headlights of the car providing some illumination. The car's interior is filled with various items, including bags and boxes, suggesting a journey or trip. The background outside the car is dark, indicating it is nighttime. The main subjects are three people sitting in the back seat of the car. One person, a woman with long blonde hair, is smiling and waving at the camera. Another person, a woman with long brown hair, is also smiling and waving. The third person, a man with glasses and a beard, is partially visible and also smiling. The subjects are positioned close to each other, indicating a friendly and intimate relationship. The camera is stationary, positioned inside the car, capturing a medium close-up view of the back seat and the subjects. The camera angle is slightly tilted upwards, providing a clear view of the subjects and their expressions.",0.0664976388216018,3.7915,18.32172393798828,True
AsGm5n3vUhM_59,6,"abs_spd,non_temp,rel_dir,rel_dir_pred,rel_dis",AsGm5n3vUhM,59,https://www.youtube.com/watch?v=AsGm5n3vUhM,"['0:12:48.366', '0:13:09.433']","a close-up view of a variety of food items being served from a large woven basket. The scene is set outdoors, likely at a street food stall or a market, where a person is seen using chopsticks to pick up and place food items into white plastic containers. The food items include a mix of fresh vegetables, fried snacks, and other dishes, all arranged neatly in the basket. The person's hands are the main focus, with the food items being carefully selected and transferred into the containers. The main subjects are the food items and the person's hands. The food items include fresh vegetables, fried snacks, and other dishes, all arranged in a large woven basket. The person's hands, holding chopsticks, are seen picking up and placing food items into white plastic containers. The hands are positioned above the basket, moving with precision to pick and transfer the food. The background consists of a large woven basket filled with various food items. The scene is set outdoors, likely at a street food stall or a market. The background is slightly blurred, keeping the focus on the food and the hands. The weather appears to be clear, and the setting suggests a casual, bustling environment. The camera is stationary, providing a close-up view of the food and the hands. The focus is sharp on the food items and the hands, with a shallow depth of field that blurs the background slightly.",0.9882152825593948,4.873675,14.241724014282228,True
AsHY_z4ODxA_2,6,"abs_dir_pred,abs_dis,abs_ori,abs_spd,non_temp,rel_dis",AsHY_z4ODxA,2,https://www.youtube.com/watch?v=AsHY_z4ODxA,"['0:00:26.593', '0:00:49.883']","A group of individuals is marching down a suburban street, holding signs and engaging in a demonstration.The individuals in the group are wearing matching red shirts with white text on the front, which reads ""CWA / AT&T / ON STRIKE."" They are holding signs with various messages such as ""CWA / AT&T / ON STRIKE,"" ""CWA / AT&T / UNION STRONG,"" and ""CWA / AT&T / UNION POWER."" The signs are held aloft, and some individuals are seen gesturing with their free hands. The group appears to be diverse in terms of age and ethnicity, with some individuals wearing caps and others with short hair.The setting is a sunny day on a suburban street lined with trees and houses. The street is paved and appears to be a residential area. There are parked cars on the side of the road, and the sky is clear, suggesting fair weather conditions. The group is marching on the sidewalk, and the street is relatively quiet with no visible traffic.",0.6268073916435242,4.57685,12.806437492370604,True
AsRW4b6s8_A_1,6,"abs_dir,abs_dir_pred,abs_dis,non_temp,rel_dis",AsRW4b6s8_A,1,https://www.youtube.com/watch?v=AsRW4b6s8_A,"['0:00:26.226', '0:01:24.317']","a person preparing ingredients for a meal, focusing on various food items laid out on a wooden table. The person is seen selecting and handling different items, including a package of frozen food, a bottle of seasoning, and a bag of lemons. The scene is set in a kitchen environment, with a variety of spices, condiments, and other food items arranged neatly around the table. The main subjects are the food items and the person's hands. The food items include a package of frozen food, a bottle of seasoning, a bag of lemons, and a package of green beans. The person's hands are actively involved in selecting and handling these items, moving them around the table. The hands are positioned centrally in the frame, interacting with the food items. The background consists of a kitchen setting with various spices, condiments, and other food items arranged on a wooden table. The table is cluttered with a variety of items, including jars, bottles, and packages, creating a busy and organized kitchen scene. The lighting is bright and even, highlighting the details of the food items and the table surface. The camera is stationary, providing a top-down view of the table and the person's hands. The focus remains on the food items and the person's actions, with no noticeable camera movement.",0.9774490892887115,4.550075,4.741830825805664,True
AseWsMvTsno_3,6,"abs_dir_pred,abs_spd_comp,non_temp,rel_spd,rel_spd_comp",AseWsMvTsno,3,https://www.youtube.com/watch?v=AseWsMvTsno,"['0:00:43.443', '0:01:20.713']","a thrilling horse race in progress, with jockeys riding their horses around a track. The horses gallop at high speeds, kicking up dust as they compete. The jockeys, dressed in colorful silks, lean forward, urging their horses to run faster. The race is intense, with the horses and jockeys closely packed, showcasing their agility and strength. The background features a well-maintained horse racing track with a green grassy area and a fence separating the track from the spectator area. There are several signs and banners, including one for Heineken, indicating sponsorship. The weather appears to be clear and sunny, typical of a daytime race. The scene is set in a professional horse racing venue, likely during a race day event. The main subjects are the horses and their jockeys. The horses are brown, chestnut, and bay in color, with jockeys wearing colorful silks. The jockeys are positioned on the horses' backs, leaning forward to urge the horses to run faster. The horses are closely packed, with their heads and tails moving vigorously as they compete. The jockeys are focused and determined, with their bodies leaning forward and arms outstretched. The horses and jockeys are moving rapidly around the track, with the horses galloping at high speeds. The jockeys lean forward and urge their horses to run faster, creating a dynamic and energetic scene. The dust kicked up by the horses adds to the sense of speed and intensity. The background remains relatively static, with the focus on the movement of the horses and jockeys. The camera is stationary, capturing the entire race from a fixed position, providing a clear and uninterrupted view of the horses and jockeys as they race around the track.",0.9490313082933426,4.696875,43.283653259277344,True
AtOjDfxWdcY_0,6,"abs_spd_comp,non_temp,rel_dir_pred,rel_ori,rel_spd,rel_spd_comp",AtOjDfxWdcY,0,https://www.youtube.com/watch?v=AtOjDfxWdcY,"['0:00:00.133', '0:00:38.405']","a horse race in progress, with jockeys riding their horses in a line along the track.The jockeys are dressed in traditional racing silks, which are colorful and distinctive, with each horse wearing a unique combination of colors and patterns. The horses are in various stages of motion, with some galloping at full speed while others are trotting or walking. The jockeys are focused and appear to be in control of their horses, maintaining a steady pace.The setting is a professional horse racing track, with a clear view of the racing surface and the surrounding area. The track is bordered by a metal fence, and there are several vehicles, including a white pickup truck, parked along the side. The sky is overcast, suggesting it might be a cool or cloudy day. The environment is typical of a race track, with no spectators visible in the immediate vicinity, indicating either a practice session or a race without an audience.",0.9745967835187912,4.287825,29.437936782836918,True
AtPI8vI5U1k_5,6,"abs_spd,abs_spd_comp,non_temp,rel_dir_pred,rel_dis",AtPI8vI5U1k,5,https://www.youtube.com/watch?v=AtPI8vI5U1k,"['0:00:40.673', '0:01:33.960']","a person assembling a Lego model of a pirate ship on a wooden table. The scene includes various Lego pieces and tools laid out on the table, with the person's hands actively placing and adjusting the Lego pieces. The background features a blue Lego baseplate with a pirate ship model partially built, and a glass bottle with a pirate figure inside. The main objects in the video are the Lego pieces and tools. The Lego pieces include a variety of bricks, plates, and other components, while the tools include a ruler, scissors, and a pair of pliers. The person's hands are seen manipulating these objects, placing and adjusting them on the table. The pirate ship model is partially built and positioned on the blue Lego baseplate. The camera is stationary, providing a top-down view of the table and the assembly process. The view is clear and focused, capturing the details of the Lego pieces and tools.",0.784495010972023,4.532475,4.340147972106934,True
Au3Xx_IYLZ0_15,6,"abs_dir_pred,non_temp,rel_dir,rel_ori",Au3Xx_IYLZ0,15,https://www.youtube.com/watch?v=Au3Xx_IYLZ0,"['0:03:08.288', '0:03:29.175']","a group of white chickens pecking at feed in a wire cage. The chickens are actively moving around, with some of them occasionally looking up. The scene is set in a rustic outdoor area with a wooden fence and scattered snow on the ground. The chickens are engaged in feeding, with their heads moving up and down as they peck at the feed in the cage. The main subjects are five white chickens with red combs and wattles. They are positioned within a wire cage, with some chickens standing closer to the camera and others further away. The chickens are actively pecking at the feed in the cage, with their heads moving up and down. The chickens are positioned in a way that suggests they are feeding, with some facing the camera and others facing away. The background consists of a rustic outdoor setting with a wooden fence and scattered snow on the ground. The wire cage is made of metal mesh, and the feeding area is filled with feed. The scene appears to be set in a farm or backyard area during the daytime. The camera is stationary, providing a stable view of the chickens and their feeding activity within the wire cage. The view is at a medium distance, capturing the chickens' movements and interactions clearly.",0.6304220855236053,4.6812000000000005,5.1098833084106445,True
AvPuP1FF2zM_26,6,"abs_dir_pred,abs_ori,abs_spd,abs_spd_comp,non_temp",AvPuP1FF2zM,26,https://www.youtube.com/watch?v=AvPuP1FF2zM,"['0:04:33.673', '0:04:54.360']","a dramatic scene set in a dimly lit, old-fashioned room with wooden floors and walls. A man in a black suit and a large gun is standing in the foreground, while a group of men in military uniforms and a zombie-like creature are engaged in a violent confrontation in the background. The room is filled with shadows and has a mysterious, eerie atmosphere. The main subjects are a man in a black suit holding a large gun, and a group of men in military uniforms and a zombie-like creature. The man in the suit is positioned in the foreground, facing the camera, while the men in uniforms and the zombie-like creature are in the background, engaged in a fight. The man in the suit appears to be observing the fight, while the zombie-like creature is actively participating in the conflict. The camera is stationary, providing a fixed view of the scene from a medium shot perspective, capturing both the main subject in the foreground and the action in the background.",0.2036495357751846,4.106925,4.358315944671631,True
AvvpY_mT5xo_28,6,"non_temp,rel_dir_pred,rel_ori,rel_spd,rel_spd_comp",AvvpY_mT5xo,28,https://www.youtube.com/watch?v=AvvpY_mT5xo,"['0:05:59.092', '0:06:56.949']","a serene countryside scene featuring two black horses pulling a green carriage down a narrow dirt path. The horses are harnessed and move in unison, their heads occasionally turning to the side as they walk. The path is lined with lush greenery, including trees and bushes, and a wooden fence runs parallel to the path. In the background, there is a quaint, thatched-roof house with a white picket fence, adding to the idyllic rural setting. The main subjects are two black horses, harnessed together and pulling a green carriage. The horses are positioned side by side, with their heads moving slightly as they walk. The carriage is attached to the horses by a green frame, and the horses are pulling it along the dirt path. The horses are in the center of the frame, moving forward steadily. The background features a quaint, thatched-roof house with a white picket fence, surrounded by a wooden fence and lush greenery. The path is narrow and made of dirt, bordered by trees and bushes. The scene is set in a rural, peaceful countryside location, with a clear sky suggesting a calm, pleasant day. The video has a tranquil, pastoral style, emphasizing the peaceful and idyllic nature of the countryside.",0.9395244419574738,3.990825,9.454176902770996,True
AwHph4AEN-A_6,4,"abs_dis,abs_spd_comp,non_temp",AwHph4AEN-A,6,https://www.youtube.com/watch?v=AwHph4AEN-A,"['0:03:43.590', '0:04:19.993']","a horse race in progress, with jockeys riding their horses around a track.The jockeys are dressed in colorful silks, each representing a different horse. The horses are of various colors and breeds, and they are in full gallop, their muscles taut and manes flowing. The jockeys are focused and appear to be urging their horses forward with their bodies leaning into the motion.The setting is a horse racing track with a grassy infield and a dirt track. The track is bordered by white fencing, and there are spectators visible in the stands, although they are not the focus of the video. The sky is overcast, and the lighting suggests it might be either early morning or late afternoon. The atmosphere is competitive and filled with the excitement of the race.",0.6544977426528931,4.0131,15.959452629089355,True
AwLMgIS-LNk_190,2,"abs_ori,non_temp",AwLMgIS-LNk,190,https://www.youtube.com/watch?v=AwLMgIS-LNk,"['0:18:12.791', '0:18:32.878']","a close-up view of a large number of ants moving around in a confined space. The ants are seen crawling over each other, navigating through a transparent, circular container. The scene is filled with constant movement as the ants interact with each other, creating a dynamic and bustling atmosphere. The lighting is bright, highlighting the details of the ants and their surroundings. The main subjects are the ants, which are small, brown, and have six legs. They are densely packed within the transparent container, moving in various directions. The ants are constantly interacting with each other, some crawling over others, while others move independently. The ants are positioned throughout the container, with some near the top and others closer to the bottom. The background is a transparent, circular container that allows a clear view of the ants and their surroundings. The container is likely made of plastic or glass, with a smooth, reflective surface. The lighting is bright, creating a well-lit environment that highlights the ants and their movements. There are no other objects or elements in the background, keeping the focus solely on the ants. The camera is stationary, providing a fixed, close-up view of the ants within the container. The view is direct and unobstructed, allowing for a clear and detailed observation of the ants' movements and interactions.",0.0911562442779541,4.225350000000001,15.48045825958252,True
AwPy0gQRRIs_19,6,"abs_dir_pred,abs_ori,non_temp,rel_spd",AwPy0gQRRIs,19,https://www.youtube.com/watch?v=AwPy0gQRRIs,"['0:04:21.733', '0:04:56.766']","a vibrant underwater scene featuring a variety of fish swimming in a tank. The fish exhibit a range of colors and sizes, including a prominent shark-like fish and several smaller, more colorful species. The tank is well-lit, creating a clear and dynamic view of the aquatic life. The fish move gracefully, creating a serene and mesmerizing underwater environment. The main subjects are the fish in the tank. The shark-like fish is large and predominantly black with white stripes, swimming slowly and gracefully. Other fish include a smaller, more colorful species with stripes and a larger, more rounded fish with a patterned body. These fish are positioned throughout the tank, with the shark-like fish often in the center and the smaller fish swimming around it. The fish exhibit smooth, fluid movements, swimming in various directions with moderate speed. The shark-like fish moves slowly and gracefully, while the smaller fish dart around more quickly. The overall movement is calm and rhythmic, with the fish occasionally interacting with each other. The background remains static, with no visible changes or movements. The camera is stationary, providing a stable and clear view of the fish and their movements within the tank. The view is a medium shot, capturing the entire tank and its inhabitants.",0.7523223012685776,3.909525,24.36271476745605,True
AwRMgihwCtA_9,6,"abs_dir,non_temp,rel_dir_pred,rel_ori,rel_spd,rel_spd_comp",AwRMgihwCtA,9,https://www.youtube.com/watch?v=AwRMgihwCtA,"['0:02:16.520', '0:02:37.400']","a thrilling horse race taking place on a lush green track. Jockeys, dressed in colorful racing silks, are seen riding their horses at full gallop, competing fiercely. The horses are in close formation, showcasing their speed and agility as they navigate the track. The scene is filled with excitement and anticipation, as the jockeys and horses race towards the finish line. The background features a well-maintained grass track with white fencing and various race signs. The track is surrounded by green grass and trees, indicating a well-kept racing venue. In the distance, there are parked cars and a few people watching the race. The weather appears to be clear and sunny, suggesting a pleasant day for racing. The main subjects are the jockeys and their horses. The jockeys are wearing colorful racing silks, helmets, and riding boots. They are positioned closely together, with their bodies leaning forward to maintain balance and control. The horses are muscular and powerful, with their heads held high and ears perked up, indicating their focus and energy. The jockeys and horses are moving at a high speed, with the horses' hooves kicking up dust as they gallop. The camera is positioned at a side angle, capturing the horses and jockeys as they race towards the camera. The camera remains relatively stable, following the movement of the horses and jockeys, providing a clear and dynamic view of the race.",0.9680665284395218,4.517575,28.781147003173828,True
AwRMgihwCtA_10,5,"abs_ori,non_temp,rel_ori,rel_spd_comp",AwRMgihwCtA,10,https://www.youtube.com/watch?v=AwRMgihwCtA,"['0:02:37.879', '0:03:02.719']","a thrilling horse race on a lush green track. Jockeys, dressed in colorful silks, are seen riding their horses with intense focus and skill. The horses gallop at high speeds, their muscles straining as they compete for the lead. The jockeys lean forward, urging their horses to go faster, while the crowd of spectators watches from the sidelines. The scene is filled with the excitement and energy of a competitive horse race. The main subjects are the jockeys and their horses. The jockeys are wearing colorful silks, helmets, and riding boots, and they are positioned on the horses' backs. The horses are muscular and powerful, with their heads held high and ears perked up. The jockeys are leaning forward, urging their horses to run faster. The horses are in close proximity to each other, showcasing their speed and agility. The background features a well-maintained grass track with white fencing and various race signs. The track is surrounded by green grass, and there are some spectators visible in the background, watching the race. The weather appears to be sunny and clear, indicating a pleasant day for outdoor racing. The camera is positioned at a side angle, following the horses and jockeys as they race along the track. The camera movement is smooth and steady, capturing the action from a consistent viewpoint.",0.9454779922962188,4.812,28.058856964111328,True
AwRMgihwCtA_20,6,"abs_dir,abs_dis,non_temp,rel_dir_pred,rel_ori",AwRMgihwCtA,20,https://www.youtube.com/watch?v=AwRMgihwCtA,"['0:06:16.199', '0:06:38.560']","a thrilling horse race in progress, with jockeys riding their horses at full speed around a track. The horses are galloping with their jockeys leaning forward, urging them on. The scene is filled with the excitement and intensity of the race, with the jockeys and horses competing against each other. The background includes the green grass of the track, white fences, and various advertisements. The main subjects are the jockeys and their horses. The jockeys are wearing helmets, racing silks, and riding boots. They are positioned on the horses' backs, leaning forward to maintain balance and speed. The horses are muscular and powerful, with their manes and tails flowing in the wind. The jockeys and horses are closely packed, indicating a competitive race. The horses are galloping at high speed, with their legs moving rapidly. The jockeys are leaning forward, urging their horses to go faster. The background remains relatively static, with the focus on the dynamic movement of the horses and jockeys. The camera follows the horses and jockeys closely, capturing their swift movements and the intensity of the race.",0.8268516510725021,4.5785,28.7304801940918,True
AwRMgihwCtA_36,6,"non_temp,rel_dir_pred,rel_ori,rel_spd",AwRMgihwCtA,36,https://www.youtube.com/watch?v=AwRMgihwCtA,"['0:11:39.639', '0:12:06.320']","a thrilling horse race in progress, with jockeys riding their horses at full speed around a track. The horses are galloping with their jockeys leaning forward, urging them on. The jockeys are wearing colorful silks and helmets, and the horses are muscular and energetic, showcasing their strength and agility. The crowd of spectators is visible in the background, watching the race intently. The scene is set on a lush green track with white fences and various race signs, indicating the competitive nature of the event. The main subjects are the jockeys and their horses. The jockeys are wearing colorful silks and helmets, and they are positioned on the horses' backs, urging them forward with their hands and legs. The horses are muscular and brown, with their manes and tails flowing in the wind. The jockeys are in various positions, leaning forward and urging their horses to run faster. The horses are running in a tight pack, showcasing their speed and coordination. The background features a lush green track with white fences and various race signs, including numbers and sponsor logos. The spectators are visible in the background, watching the race from the stands. The weather appears to be clear and sunny, with no signs of rain or adverse conditions. The setting is an outdoor race track, likely during daytime. The camera is stationary, capturing a wide-angle view of the race track and the jockeys and horses in motion. The view is from a slightly elevated angle, providing a clear and comprehensive view of the entire race.",0.9478624612092972,4.9018250000000005,29.71158790588379,True
AwlVOAvkxzQ_2,6,"abs_spd_comp,non_temp,rel_dir_pred,rel_ori,rel_spd_comp",AwlVOAvkxzQ,2,https://www.youtube.com/watch?v=AwlVOAvkxzQ,"['0:00:48.399', '0:01:16.439']","A group of jockeys, clad in colorful silks, are seen riding thoroughbred horses across a lush green track. The horses gallop with determination, their muscles rippling as they compete in a race. The jockeys, focused and leaning forward, guide their mounts with skill and precision. The scene captures the intensity and excitement of a horse race, with the jockeys and horses moving swiftly and competitively. The background consists of a well-maintained grass track with white fencing on one side and a green hedge on the other. The track is marked with white and yellow boundary lines, and there are various race markers and flags visible. The weather appears to be clear and sunny, indicating a daytime race. The main subjects are the jockeys and their horses. The jockeys are dressed in brightly colored silks, each representing a different team or horse. They are positioned in a line, with each horse and rider maintaining a consistent distance from one another. The horses are muscular and powerful, with their heads held high and ears perked up, indicating their focus and energy. The jockeys are leaning forward, urging their horses to run faster. The camera is stationary, capturing a wide-angle view of the race from a side perspective, allowing for a clear view of the entire field of horses and jockeys.",0.9915043711662292,4.84085,9.194190979003906,True
AwlVOAvkxzQ_5,6,"non_temp,rel_dir,rel_dir_pred,rel_spd,rel_spd_comp",AwlVOAvkxzQ,5,https://www.youtube.com/watch?v=AwlVOAvkxzQ,"['0:02:01.239', '0:02:31.280']","A group of jockeys, clad in colorful silks, are seen riding thoroughbred horses across a lush green track. The horses gallop with powerful strides, their muscles flexing as they compete in what appears to be a horse race. The jockeys, some wearing helmets, lean forward, urging their mounts to run faster. The horses' manes and tails are flowing in the wind, and their hooves kick up small clouds of dust as they race. The jockeys are focused and determined, their postures reflecting the intensity of the competition. The background is a well-maintained grass track with white fencing and a few spectators visible in the distance. The scene is set during the day under clear weather conditions, with the sunlight casting a bright light on the track and the jockeys. The main subjects are the jockeys and their horses. The jockeys are positioned in a line, each riding a different horse. The horses are muscular and powerful, with their heads held high and ears perked up, indicating their speed and energy. The jockeys are dressed in colorful silks, with some wearing helmets for safety. The horses are in close proximity to each other, showcasing their competitive spirit. The jockeys are leaning forward, urging their horses to run faster, and their postures reflect the intensity of the race. The camera is stationary, capturing a wide-angle view of the race from a side perspective, allowing the viewer to see the entire line of jockeys and horses as they gallop across the track.",0.987159699201584,4.798325,10.54133415222168,True
AwlVOAvkxzQ_18,5,"abs_dis,abs_spd_comp,non_temp,rel_dis,rel_ori",AwlVOAvkxzQ,18,https://www.youtube.com/watch?v=AwlVOAvkxzQ,"['0:06:38.519', '0:07:02.160']","a thrilling horse racing event where jockeys compete on a lush green track. The jockeys, dressed in colorful silks, gallop their horses around the track, maneuvering through white hurdles. The atmosphere is filled with excitement as spectators watch from the stands, and the scene is marked by the presence of various sponsor banners and advertisements. The horses and jockeys exhibit high energy and speed, showcasing their athleticism and skill. The main subjects are the jockeys and their horses. The jockeys are dressed in colorful silks, with one wearing a pink and white outfit and another in a purple and white outfit. The horses are dark brown and are galloping at high speeds. The jockeys are positioned on the horses' backs, guiding them through the track. The horses and jockeys are in close proximity to each other, showcasing their synchronized movements. The background features a well-maintained grass track with white hurdles and various sponsor banners. The track is bordered by a fence, and there are several vehicles, including a white van and a blue car, parked nearby. The weather appears to be clear and sunny, indicating a pleasant day for outdoor activities. The scene is set in a large, open area, likely a racecourse. The camera is stationary, capturing a wide-angle view of the track and the surrounding area. The perspective is from the side of the track, providing a clear view of the jockeys and horses as they race by.",0.991790696978569,4.679825,33.907470703125,True
AwlVOAvkxzQ_19,6,"abs_spd_comp,non_temp,rel_dir_pred,rel_dis,rel_ori",AwlVOAvkxzQ,19,https://www.youtube.com/watch?v=AwlVOAvkxzQ,"['0:07:02.600', '0:07:24.639']","A group of jockeys, clad in colorful silks, are seen riding their horses across a lush green track. The horses gallop with determination, their muscles flexing as they compete in what appears to be a horse racing event. The jockeys, some wearing helmets, lean forward, urging their mounts to run faster. The scene is dynamic, capturing the intensity and excitement of the race. The background consists of a well-maintained grass track with a white fence running parallel to the horses. Advertisements for Bar One Racing and other sponsors are visible on the fence. The setting appears to be a professional horse racing track, likely during a race event. The weather is clear, and the time of day is likely midday, given the bright lighting. The main subjects are the jockeys and their horses. The jockeys are dressed in various colored silks, indicating different teams or horses. They are positioned in a line, leaning forward to urge their horses to run faster. The horses are muscular and powerful, with their manes and tails flowing as they gallop. The jockeys are in close proximity to each other, emphasizing the competitive nature of the race. The camera is stationary, capturing a wide-angle view of the entire scene, allowing the viewer to see the entirety of the race and the jockeys' actions.",0.992851197719574,4.76665,10.802940368652344,True
AwqhNqSUwtU_67,6,"abs_dir,abs_dir_pred,abs_ori,non_temp,rel_dis,rel_ori",AwqhNqSUwtU,67,https://www.youtube.com/watch?v=AwqhNqSUwtU,"['0:08:39.233', '0:08:59.766']","A group of individuals is kayaking down a river surrounded by towering cliffs and a clear blue sky. The kayakers are wearing life jackets and hats, and they are paddling in unison, navigating through the river's rapids and calm waters. The sun is shining brightly, casting a warm glow on the scene and creating a vivid contrast between the water and the rocky cliffs. The main subjects are the kayakers, who are positioned in the foreground of the video. They are wearing life jackets and hats, and they are actively paddling their kayaks. The kayakers are positioned in a line, with one person in the front and others following behind. Their movements are synchronized as they navigate the river. The kayakers are paddling in a coordinated manner, moving forward through the river. The water is dynamic, with waves and rapids creating a lively and energetic scene. The kayakers' paddles move in a rhythmic pattern, propelling them through the water. The background remains relatively static, with the cliffs and sky providing a stable backdrop to the moving water. The camera is positioned on the kayak, providing a first-person view of the kayaking experience. The camera movement is steady, following the kayakers as they paddle down the river, capturing the dynamic interaction between the kayakers and the water.",0.8786597549915314,5.317825,13.36417007446289,True
AwrUfp9_ErQ_36,6,"abs_dir,abs_dir_pred,abs_dis,abs_ori,non_temp",AwrUfp9_ErQ,36,https://www.youtube.com/watch?v=AwrUfp9_ErQ,"['0:09:37.566', '0:10:00.600']","A domestic cat is engaging with a pile of toilet paper rolls on a wooden floor. The cat appears to be playfully interacting with the toilet paper, possibly attempting to unroll or play with it.The cat is a large, brown feline with a thick coat and a muscular build. It has a focused and curious expression as it interacts with the toilet paper. The toilet paper rolls are white and cylindrical, and they are scattered around the cat, some of which are partially unrolled.The setting is a domestic interior, likely a living room or a similar space. The floor is made of light-colored wooden planks, and there is a brown, patterned rug in the background. A small, brown dog bed is visible, suggesting that the space is shared by multiple pets. There is a potted plant and a small, white, modern-looking appliance, possibly a coffee maker, on a wooden stand. The room has a cozy, lived-in feel with personal items and furniture in the background.",0.6507978141307831,4.332425000000001,21.677284240722656,True
